Short description,Description,Caller,Assignment group,New_Assignment_Groups,Text_length,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
"ultramdntyet wrongful inwarehouse_tool, so# 24897522",ultramdntyet wrongful inwarehouse tool good morning send request find datum receive attach email asking look issue look inwarehouse tool reference email see sample line charge cost go order step sample line go document flow see completely different inwarehouse tool number reference inwarehouse tool highlight cost look document flow entire order see inwarehouse tool please help understand customer inwarehouse toold twice sample second inwarehouse tool cost let know need end help please record inwarehouse tool send correct good,lhyrskmn zbovukqm,GRP_13,GRP_13,999,0.0,0.9983000159263611,"user, issue, tool, unable, access, error, need, work, help, system","['wrongful', 'inwarehouse', 'tool', 'good', 'morning', 'send', 'request', 'find', 'datum', 'receive', 'attach', 'email', 'asking', 'look', 'issue', 'look', 'inwarehouse', 'tool', 'reference', 'email', 'see', 'sample', 'line', 'charge', 'cost', 'go', 'order', 'step', 'sample', 'line', 'go', 'document', 'flow', 'see', 'completely', 'different', 'inwarehouse', 'tool', 'number', 'reference', 'inwarehouse', 'tool', 'highlight', 'cost', 'look', 'document', 'flow', 'entire', 'order', 'see', 'inwarehouse', 'tool', 'help', 'understand', 'customer', 'twice', 'sample', 'second', 'inwarehouse', 'tool', 'cost', 'need', 'end', 'help', 'please', 'record', 'inwarehouse', 'tool', 'send', 'correct', 'good']"
wrongful inwarehouse_tool,wrongful inwarehouse tool good morning customer ultramdntyet inwarehouse toold sample line enter charge sample erp issue credit customer amount charge tell inwarehouse toold begin good,lhyrskmn zbovukqm,GRP_13,GRP_13,361,0.0,0.9930999875068665,"user, issue, tool, unable, access, error, need, work, help, system","['wrongful', 'inwarehouse', 'tool', 'good', 'morning', 'customer', 'sample', 'line', 'enter', 'charge', 'credit', 'customer', 'amount', 'charge', 'tell', 'begin', 'good']"
vpn shut down,vpn shut searching quotes erp vpn shut see pop note first clue problem erp shut see vpn connection shut,hdfcwmag plxstkad,GRP_0,GRP_0,175,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['note', 'problem', 'shut', 'see']"
unable to connect to companysecure,unable connect companysecure unable connect companyssecure,kiqfusgp xfzsreug,GRP_0,GRP_0,35,0.0,0.9810000061988831,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'connect', 'companysecure', 'unable', 'connect', 'companyssecure']"
vip zip file,vip zip file large zip file want download add folder hostname intellectual property unzip file try save hostname say enough space lryturhyyth ryhunan chief counsel ip,jwhmqnye xlpvdwre,GRP_12,GRP_12,356,0.0,0.6748999953269958,"user, issue, tool, unable, access, error, need, work, help, system","['file', 'large', 'zip', 'file', 'want', 'download', 'add', 'folder', 'intellectual', 'property', 'unzip', 'file', 'try', 'save', 'hostname', 'say', 'enough', 'space', 'lryturhyyth', 'chief', 'counsel']"
need to find old emails on outlook.,need find old email outlook need find old email outlook,epqyourg rxjipfum,GRP_0,GRP_0,35,0.0,0.9883999824523926,"user, issue, tool, unable, access, error, need, work, help, system","['need', 'find', 'old', 'email', 'outlook', 'need', 'find', 'old', 'email', 'outlook']"
ticket update on ticket_no0444091,ticket update ticket ticket update ticket,efbwiadp dicafxhv,GRP_0,GRP_0,33,1.0,0.9563000202178955,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['ticket', 'update', 'ticket', 'ticket', 'update', 'ticket']"
nachdem ich outlook ge̦ffnet habe und eine e-mail angeklickt habe kommt ein blauer kreis der sich dreht und ich nichts ,nachdem ich outlook ge ffnet habe und eine mail angeklickt habe kommt ein blauer kreis der sich dreht und ich nichts mehr machen bitte dringend um hilfe meine mobile tel nr,byltiakh vinqkxzm,GRP_0,GRP_0,60,1.0,0.9363999962806702,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['eine', 'blauer', 'dringend', 'meine']"
benefits app on ssp,benefits app ssp benefits solver application single sign portal someone please assist get add,fpbmtxei jtqbcnfs,GRP_0,GRP_0,179,0.0,0.9811000227928162,"user, issue, tool, unable, access, error, need, work, help, system","['benefit', 'solver', 'application', 'portal', 'assist', 'add']"
outlook not working : crm issue ,outlook working crm issue outlook work email open crm issue,vjwdyanl knfsjdgz,GRP_0,GRP_0,52,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['work', 'email', 'open', 'issue']"
locked out of his system,locked system lock system,jbyxkpof xetsjfgd,GRP_0,GRP_0,24,0.0,0.9722999930381775,"user, issue, tool, unable, access, error, need, work, help, system","['locked', 'system', 'lock', 'system']"
erp SID_34 password reset ,erp sid password reset erp sid password reset,expmsvyc thsruydf,GRP_0,GRP_0,26,1.0,0.7946000099182129,"company, site, ticket, network, circuit, reset, backup, start, power, vendor",['reset']
tmunkaiv ockthiyj ,tmunkaiv ockthiyj need get log create new sr production specialist tmunkaiv ockthiyj,nlgkmpaq outrnkca,GRP_0,GRP_0,157,0.0,0.9772999882698059,"user, issue, tool, unable, access, error, need, work, help, system","['need', 'log', 'create', 'specialist', 'ockthiyj']"
erp password reset SID_34,erp password reset sid erp password reset sid,efmzltnx uehqbaxo,GRP_0,GRP_0,25,0.0,0.6464999914169312,"user, issue, tool, unable, access, error, need, work, help, system",[]
dw06 print job error,dw print job error dw print job error,vwpxjtof vmidzswj,GRP_0,GRP_0,20,0.0,0.7328000068664551,"user, issue, tool, unable, access, error, need, work, help, system","['dw', 'print', 'job', 'error', 'dw', 'print', 'job', 'error']"
druker,druker drucker defekt diese mitteilung ist einzig und allein r die nutzung durch den adressaten bestimmt und kann informationen enthalten die schutzw rdig vertraulich oder nach geltendem recht von der offenlegung ausgenommen sind die verbreitung verteilung oder vervielf ltigung dieser mitteilung durch personen bei denen es sich nicht um die beabsichtigten empf nger handelt ist streng verboten wenn diese mitteilung aufgrund eine versehen bei ihnen eingegangen ist dann benachrichtigen sie bitte den absender und schen sie diese mitteilung company post select follow link view disclaimer alternate language,xahuklgm dqvkfjlb,GRP_33,GRP_33,709,2.0,0.9650999903678894,"job, scheduler, fail, event, device, pron, ticket, abended, access, outside","['und', 'bitte', 'mitteilung', 'company', 'post_select', 'follow', 'link', 'view_disclaimer']"
unable to login to impact award,unable login impact award unable login impact award try password reset able remember security question,cizplrvw ymxgteir,GRP_0,GRP_0,100,0.0,0.8481000065803528,"user, issue, tool, unable, access, error, need, work, help, system","['unable', 'unable', 'try', 'password', 'reset', 'able', 'remember', 'security', 'question']"
need link to access outlook web mail,need link access outlook web mail nee link access outlook web mail,khrflgcj zxojidhe,GRP_0,GRP_0,36,0.0,0.9871000051498413,"user, issue, tool, unable, access, error, need, work, help, system","['need', 'access', 'outlook', 'web', 'mail', 'access', 'outlook', 'web', 'mail']"
account locked out ,account lock account lock,oiudarbk ezhnjwdt,GRP_0,GRP_0,19,0.0,0.9103999733924866,"user, issue, tool, unable, access, error, need, work, help, system",['lock']
performance problems in different applications / programdntyms,performance problem different application programdntyms performance problem erp iea eu tool especially several timeout error eu tool search function see attachment complete day,umykjweg jpwrfuhk,GRP_25,GRP_25,159,0.0,0.9930999875068665,"user, issue, tool, unable, access, error, need, work, help, system","['performance', 'different', 'application', 'programdntyms', 'performance', 'problem', 'especially', 'several', 'timeout', 'error', 'tool', 'search', 'function', 'see', 'attachment', 'complete', 'day']"
downloading or copying collaboration_platform files to purchasing,download copy collaboration platform file purchasing want upload directly purchase pdf file save collaboration platform file tell open ticket assign collaboration development group skype,xszoedmc gmhkdsnw,GRP_16,GRP_16,235,0.0,0.991599977016449,"user, issue, tool, unable, access, error, need, work, help, system","['file', 'purchasing', 'want', 'upload', 'directly', 'purchase', 'pdf', 'file', 'save', 'file', 'tell', 'open', 'ticket', 'group']"
cannot print to cl92,print cl ever since recent workstation move unable print cl move print cl regularly since move attempt print cl prompt install driver print job fail regardless,irpvzhym kayqlbuh,GRP_0,GRP_0,242,0.0,0.8895999789237976,"user, issue, tool, unable, access, error, need, work, help, system","['ever', 'recent', 'workstation', 'move', 'unable', 'print', 'move', 'print', 'cl', 'regularly', 'move', 'attempt', 'print', 'prompt', 'install', 'driver', 'print', 'job', 'fail', 'regardless']"
receiving product in logical warehouse (plant_100) batch is required,receive product logical warehouse plant batch require use migo good receipt receive product plant batch information require process begin happen frequently past month follow rqfhiong zkwfqagbs examples occur mm,qtrmxlgv dfruzvam,GRP_54,GRP_54,288,0.0,0.9951000213623047,"user, issue, tool, unable, access, error, need, work, help, system","['receive', 'product', 'logical', 'warehouse', 'plant', 'batch', 'require', 'use', 'migo', 'good_receipt', 'receive', 'product', 'plant', 'batch', 'information', 'require', 'process', 'begin', 'happen', 'frequently', 'past', 'month', 'follow', 'occur']"
need to setup a aolhgbps pbxqtcek in SID_21 and SID_1 and in active directory,need setup aolhgbps pbxqtcek sid sid active directory nee create aolhgbps pbxqtcek active directory assign group miioperatordev miioperatorqa let barrtyh know aolhgbps pbxqtcek ready,jypowefv yzgsldrx,GRP_2,GRP_2,163,0.0,0.9901999831199646,"user, issue, tool, unable, access, error, need, work, help, system","['need', 'setup', 'aolhgbps', 'sid', 'nee', 'create', 'aolhgbps', 'group', 'let', 'barrtyh', 'know', 'ready']"
HostName_170: volume: /dev/SID_3ora on server: HostName_170 is over 98% space consumed. space available: 490 m,hostname volume dev sid ora server hostname space consume space available hostname volume dev sid ora server hostname space consume space available,jyoqwxhz clhxsoqy,GRP_1,GRP_1,110,1.0,0.9474999904632568,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['server', 'space_available', 'hostname', 'server', 'space_available']"
calendar is not visible by manager ,calendar visible manager calendar visible manager,pnhlrfao ivjxlyfz,GRP_0,GRP_0,35,0.0,0.9775000214576721,"user, issue, tool, unable, access, error, need, work, help, system","['visible', 'manager', 'calendar', 'visible', 'manager']"
probleme mit EU_tool \fehler beim auftrag abmelden \ypladjeu wzfryxav,probleme mit eu tool fehler beim auftrag abmelden probleme mit eu tool fehler beim auftrag abmelden,ypladjeu wzfryxav,GRP_24,GRP_24,69,0.0,0.6464999914169312,"user, issue, tool, unable, access, error, need, work, help, system",[]
basis on-call / shift details...,basis call shift details dac gso basis call detail modify modified place location collaboration platform please update record accordingly,mnxbeuso rfmdlwuo,GRP_0,GRP_0,234,0.0,0.9871000051498413,"user, issue, tool, unable, access, error, need, work, help, system","['basis', 'shift', 'call', 'modify', 'place', 'location', 'update', 'record', 'accordingly']"
is the finance_app system still down we need this system to retrieve financial information for our quarterly closing,finance app system still need system retrieve financial information quarterly close finance app system still need system retrieve financial information quarterly close,vsbtygin oufhtbas,GRP_55,GRP_55,117,0.0,0.9940999746322632,"user, issue, tool, unable, access, error, need, work, help, system","['finance_app', 'system', 'still', 'need', 'system', 'retrieve', 'financial', 'information', 'quarterly', 'close', 'finance_app', 'system', 'still', 'need', 'system', 'retrieve', 'financial', 'information', 'quarterly', 'close']"
laptop byclpwmv esafrtbh defekt,laptop defekt laptop defekt,sxabotdw xlozwcyk,GRP_33,GRP_33,31,1.0,0.4562999904155731,"company, site, ticket, network, circuit, reset, backup, start, power, vendor","['laptop', 'defekt']"
"mr. guruythupyhtyad is still not able to open the folder ie., m:\mtb project mgmt\servicing",mr guruythupyhtyad still able open folder ie mtb project mgmt servicing jayatramdntydba cvyg pm nwfodmhc exurcwkm bhayhtrathramdnty mamilujli amihtar lalthy fw ticket new non employee gurublxkizmh nvodbrfluppasadabasavaraj vvkuthyrppg hello mr guruythupyhtyad still able open folder ie mtb project mgmt servicing please look subject provide access best,uaeqlxro rzsdalyc,GRP_12,GRP_12,398,0.0,0.9940999746322632,"user, issue, tool, unable, access, error, need, work, help, system","['still', 'able', 'open', 'folder', 'ticket', 'new', 'non', 'employee', 'gurublxkizmh', 'vvkuthyrppg', 'still', 'able', 'open', 'folder', 'servicing', 'look', 'subject', 'provide', 'access', 'best']"
deployment notification - ms .net framdntyework 4.6.1 & business_client 5.0 SID_792 - emea -  issue,deployment notification ms net framdntyework business client sid emea issue get error message minute think update correctly could please check computer best,qaohugxw kdeqjncw,GRP_0,GRP_0,185,0.0,0.9909999966621399,"user, issue, tool, unable, access, error, need, work, help, system","['notification', 'sid', 'issue', 'error', 'message', 'minute', 'think', 'update', 'correctly', 'could', 'check', 'computer', 'best']"
druckerprobleme mit em021 in germany,druckerprobleme mit -PRON- germany hallo zusammen der drucker -PRON- druckt nicht mehr ber die eingabe briefkopf bitte einstellungen korrigieren danke vorab mit freundlichen gr en good,mobaidfx gviwlsrm,GRP_42,GRP_42,224,0.0,0.7293999791145325,"user, issue, tool, unable, access, error, need, work, help, system","['pron', 'die', 'eingabe', 'gr_en', 'good']"
need help,need help good morning trouble password change password possibility connect mail connection various area still old password start computer request change password use ctrl alt delete change password work help,axcbfuqo yiagubvh,GRP_0,GRP_0,385,0.0,0.9937999844551086,"user, issue, tool, unable, access, error, need, work, help, system","['need', 'help', 'good', 'morning', 'trouble', 'mail', 'connection', 'various', 'area', 'still', 'old', 'start', 'computer', 'request', 'change', 'password', 'password', 'work', 'help']"
